Age,Attrition,BusinessTravel,DailyRate,Department,EducationField,Gender,HourlyRate,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,StandardHours,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,No,Travel_Rarely,896,Research & Development,Medical,Male,68,Research Scientist,Divorced,2345,2,No,14,80,8,3,3,1,1,2
44,No,Travel_Rarely,1467,Research & Development,Life Sciences,Male,49,Research Scientist,Single,3420,1,No,13,80,6,3,5,2,1,3
33,No,Travel_Frequently,430,Sales,Medical,Male,54,Sales Executive,Married,4373,0,No,14,80,5,2,4,3,0,3
34,No,Travel_Rarely,1326,Sales,Other,Male,81,Sales Executive,Single,4759,3,No,18,80,15,2,13,9,3,12
30,No,Travel_Rarely,1358,Sales,Life Sciences,Male,96,Sales Executive,Married,5301,8,No,15,80,4,2,2,1,2,2
42,No,Travel_Frequently,748,Research & Development,Medical,Female,74,Laboratory Technician,Single,3673,1,No,13,80,12,3,12,9,5,8
44,No,Travel_Frequently,383,Sales,Marketing,Female,79,Sales Executive,Married,4768,7,No,12,80,11,4,1,0,0,0
30,No,Non-Travel,990,Research & Development,Technical Degree,Male,64,Research Scientist,Divorced,1274,1,No,13,80,1,2,1,0,0,0
57,No,Travel_Rarely,405,Research & Development,Life Sciences,Male,93,Research Scientist,Married,4900,0,No,24,80,13,2,12,9,2,8
49,No,Travel_Rarely,1490,Research & Development,Life Sciences,Male,35,Healthcare Representative,Divorced,10466,3,No,14,80,29,3,8,7,0,7
34,No,Travel_Frequently,829,Research & Development,Medical,Male,71,Research Director,Divorced,17007,7,No,14,80,16,3,14,8,6,9
28,Yes,Travel_Frequently,1496,Sales,Technical Degree,Male,92,Sales Representative,Married,2909,3,No,15,80,5,3,3,2,1,2
29,Yes,Travel_Frequently,115,Sales,Technical Degree,Female,51,Sales Executive,Single,5765,5,No,11,80,7,4,5,3,0,0
34,Yes,Travel_Rarely,790,Sales,Medical,Female,40,Sales Executive,Single,4599,0,Yes,23,80,16,2,15,9,10,10
35,No,Travel_Rarely,660,Sales,Life Sciences,Male,76,Sales Representative,Married,2404,1,No,13,80,1,3,1,0,0,0
24,Yes,Travel_Frequently,381,Research & Development,Medical,Male,89,Laboratory Technician,Single,3172,2,Yes,11,80,4,2,0,0,0,0
24,No,Non-Travel,830,Sales,Life Sciences,Female,78,Sales Representative,Married,2033,1,No,13,80,1,2,1,0,0,0
44,No,Travel_Frequently,1193,Research & Development,Medical,Male,86,Manufacturing Director,Single,10209,5,Yes,18,80,16,2,2,2,2,2
29,No,Travel_Rarely,1246,Sales,Life Sciences,Male,77,Sales Executive,Divorced,8620,1,No,14,80,10,3,10,7,0,4
30,No,Travel_Rarely,330,Human Resources,Life Sciences,Male,46,Human Resources,Divorced,2064,0,No,21,80,6,3,5,3,1,3
55,No,Travel_Rarely,1229,Research & Development,Life Sciences,Male,30,Healthcare Representative,Married,4035,0,Yes,16,80,4,2,3,2,1,2
33,No,Travel_Rarely,1099,Research & Development,Medical,Female,82,Laboratory Technician,Married,3838,8,No,11,80,8,5,5,4,0,2
47,No,Travel_Rarely,571,Sales,Medical,Female,78,Sales Executive,Married,4591,3,Yes,17,80,11,4,5,4,1,2
28,Yes,Travel_Frequently,289,Research & Development,Medical,Male,38,Laboratory Technician,Single,2561,7,No,11,80,8,2,0,0,0,0
28,No,Travel_Rarely,1423,Research & Development,Life Sciences,Male,72,Research Scientist,Divorced,1563,1,No,14,80,1,2,1,0,0,0
28,No,Travel_Frequently,467,Sales,Life Sciences,Male,55,Sales Executive,Single,4898,0,No,14,80,5,5,4,2,1,3
49,No,Travel_Rarely,271,Research & Development,Medical,Female,43,Laboratory Technician,Married,4789,4,No,25,80,10,3,3,2,1,2
29,No,Travel_Frequently,410,Research & Development,Life Sciences,Female,97,Laboratory Technician,Married,3180,0,No,13,80,4,3,3,2,0,2
28,No,Travel_Rarely,1083,Research & Development,Life Sciences,Male,96,Manufacturing Director,Married,6549,1,No,14,80,8,2,8,6,1,7
33,No,Travel_Rarely,516,Research & Development,Life Sciences,Male,69,Healthcare Representative,Single,6388,2,Yes,17,80,14,6,0,0,0,0
32,No,Travel_Rarely,495,Research & Development,Medical,Male,64,Manager,Single,11244,2,No,25,80,10,5,5,2,0,0
54,No,Travel_Frequently,1050,Research & Development,Medical,Female,87,Manager,Divorced,16032,3,No,20,80,26,2,14,9,1,12
29,Yes,Travel_Rarely,224,Research & Development,Technical Degree,Male,100,Research Scientist,Single,2362,6,No,13,80,11,2,9,7,0,7
44,No,Travel_Rarely,136,Research & Development,Life Sciences,Male,32,Research Director,Married,16328,3,No,13,80,24,1,20,6,14,17
39,No,Travel_Rarely,1089,Research & Development,Life Sciences,Female,32,Manufacturing Director,Single,8376,4,No,18,80,9,3,2,0,2,2
46,No,Travel_Rarely,228,Sales,Life Sciences,Female,51,Manager,Married,16606,8,No,12,80,23,2,13,12,5,1
35,No,Travel_Rarely,1029,Research & Development,Life Sciences,Female,91,Healthcare Representative,Single,8606,1,No,19,80,11,3,11,8,3,3
23,No,Travel_Rarely,507,Research & Development,Life Sciences,Male,97,Laboratory Technician,Single,2272,0,No,14,80,5,2,4,3,1,2
40,Yes,Travel_Rarely,676,Research & Development,Life Sciences,Male,86,Laboratory Technician,Single,2018,3,No,14,80,15,3,5,4,1,0
34,No,Travel_Rarely,971,Sales,Technical Degree,Male,64,Sales Executive,Married,7083,1,Yes,14,80,10,3,10,9,8,6
31,Yes,Travel_Frequently,561,Research & Development,Life Sciences,Female,33,Research Scientist,Single,4084,1,No,12,80,7,2,7,2,7,7
50,No,Travel_Frequently,333,Research & Development,Medical,Male,88,Research Director,Single,14411,1,Yes,13,80,32,2,32,6,13,9
34,No,Travel_Rarely,1440,Sales,Technical Degree,Male,55,Sales Representative,Married,2308,0,Yes,25,80,12,4,11,10,5,7
42,No,Travel_Rarely,1210,Research & Development,Medical,Male,68,Laboratory Technician,Married,4841,4,No,14,80,4,3,1,0,0,0
37,No,Travel_Rarely,674,Research & Development,Medical,Male,47,Research Scientist,Married,4285,1,No,17,80,10,2,10,8,3,7
29,No,Travel_Rarely,441,Research & Development,Other,Female,39,Healthcare Representative,Married,9715,3,No,13,80,9,3,7,7,0,7
33,No,Travel_Rarely,575,Research & Development,Life Sciences,Male,44,Manufacturing Director,Single,4320,1,No,13,80,5,2,5,3,0,2
45,No,Travel_Rarely,950,Research & Development,Technical Degree,Male,97,Research Scientist,Married,2132,4,No,20,80,8,3,5,4,0,3
42,No,Travel_Frequently,288,Research & Development,Life Sciences,Male,40,Healthcare Representative,Married,10124,2,Yes,14,80,24,3,20,8,13,9
40,No,Travel_Rarely,1342,Sales,Medical,Male,47,Sales Executive,Married,5473,0,No,12,80,9,5,8,4,7,1
33,No,Travel_Rarely,589,Research & Development,Life Sciences,Male,79,Laboratory Technician,Married,5207,1,Yes,12,80,15,3,15,14,5,7
40,No,Travel_Rarely,898,Human Resources,Medical,Male,38,Manager,Single,16437,1,Yes,21,80,21,2,21,7,7,7
24,No,Travel_Rarely,350,Research & Development,Technical Degree,Male,57,Laboratory Technician,Divorced,2296,0,No,14,80,2,3,1,1,0,0
40,No,Non-Travel,1142,Research & Development,Life Sciences,Male,72,Healthcare Representative,Divorced,4069,3,Yes,18,80,8,2,2,2,2,2
45,No,Travel_Rarely,538,Research & Development,Technical Degree,Male,66,Healthcare Representative,Divorced,7441,1,No,12,80,10,4,10,8,7,7
35,No,Travel_Rarely,1402,Sales,Life Sciences,Female,98,Sales Representative,Married,2430,0,No,23,80,6,5,5,3,4,2
32,No,Travel_Rarely,824,Research & Development,Life Sciences,Female,67,Research Scientist,Married,5878,3,No,12,80,12,2,7,1,2,5
36,No,Travel_Rarely,1157,Sales,Life Sciences,Male,70,Sales Representative,Single,2644,3,Yes,21,80,7,3,3,2,1,2
48,No,Travel_Rarely,492,Sales,Life Sciences,Female,96,Sales Executive,Divorced,6439,8,No,14,80,18,2,8,7,7,7
29,No,Travel_Rarely,598,Research & Development,Life Sciences,Male,91,Research Scientist,Married,2451,6,No,18,80,5,2,1,0,0,0
33,No,Travel_Rarely,1242,Sales,Life Sciences,Male,46,Sales Executive,Married,6392,2,No,13,80,8,6,2,2,2,2
30,Yes,Travel_Rarely,740,Sales,Life Sciences,Male,64,Sales Executive,Married,9714,1,No,11,80,10,4,10,8,6,7
38,No,Travel_Frequently,888,Human Resources,Human Resources,Male,71,Human Resources,Married,6077,3,No,11,80,10,2,6,3,1,2
35,No,Travel_Rarely,992,Research & Development,Medical,Male,68,Laboratory Technician,Single,2450,1,No,19,80,3,3,3,0,1,2
30,No,Travel_Rarely,1288,Sales,Technical Degree,Male,33,Sales Executive,Married,9250,3,No,12,80,9,3,4,2,1,3
35,Yes,Travel_Rarely,104,Research & Development,Life Sciences,Female,69,Laboratory Technician,Divorced,2074,1,Yes,12,80,1,2,1,0,0,0
53,Yes,Travel_Rarely,607,Research & Development,Technical Degree,Female,78,Manufacturing Director,Married,10169,0,No,16,80,34,4,33,7,1,9
38,Yes,Travel_Rarely,903,Research & Development,Medical,Male,81,Manufacturing Director,Married,4855,4,No,11,80,7,2,5,2,1,4
32,No,Non-Travel,1200,Research & Development,Technical Degree,Male,62,Research Scientist,Married,4087,4,No,14,80,9,3,6,5,1,2
48,No,Travel_Rarely,1108,Research & Development,Other,Female,65,Research Scientist,Married,2367,8,No,12,80,10,3,8,2,7,6
34,No,Travel_Rarely,479,Research & Development,Medical,Male,35,Research Scientist,Single,2972,1,No,13,80,1,4,1,0,0,0
55,No,Travel_Rarely,685,Sales,Marketing,Male,60,Manager,Married,19586,1,No,21,80,36,3,36,6,2,13
34,No,Travel_Rarely,1351,Research & Development,Life Sciences,Male,45,Research Scientist,Married,5484,9,No,17,80,9,3,2,2,2,1
26,No,Travel_Rarely,474,Research & Development,Life Sciences,Female,89,Research Scientist,Married,2061,1,No,21,80,1,5,1,0,0,0
38,No,Travel_Rarely,1245,Sales,Life Sciences,Male,80,Sales Executive,Married,9924,0,No,11,80,10,3,9,8,7,7
38,No,Travel_Rarely,437,Sales,Life Sciences,Female,90,Sales Executive,Single,4198,2,No,12,80,8,5,3,2,1,2
36,No,Travel_Rarely,884,Sales,Life Sciences,Female,73,Sales Executive,Single,6815,6,No,13,80,15,5,1,0,0,0
29,No,Travel_Rarely,1370,Research & Development,Medical,Male,87,Laboratory Technician,Single,4723,1,Yes,18,80,10,3,10,9,1,5
35,No,Travel_Rarely,670,Research & Development,Medical,Female,51,Healthcare Representative,Single,6142,3,Yes,16,80,10,4,5,2,0,4
39,No,Travel_Rarely,1462,Sales,Medical,Male,38,Sales Executive,Married,8237,2,No,11,80,11,3,7,6,7,6
29,No,Travel_Frequently,995,Research & Development,Life Sciences,Male,87,Healthcare Representative,Divorced,8853,1,No,19,80,6,0,6,4,1,3
50,No,Travel_Rarely,264,Sales,Marketing,Male,59,Manager,Married,19331,4,Yes,16,80,27,2,1,0,0,0
23,No,Travel_Rarely,977,Research & Development,Technical Degree,Male,45,Research Scientist,Married,2073,2,No,16,80,4,2,2,2,2,2
36,No,Travel_Frequently,1302,Research & Development,Life Sciences,Male,80,Laboratory Technician,Married,5562,3,Yes,13,80,9,3,3,2,0,2
42,No,Travel_Rarely,1059,Research & Development,Other,Male,93,Manager,Single,19613,8,No,22,80,24,2,1,0,0,1
35,No,Travel_Rarely,750,Research & Development,Life Sciences,Male,46,Laboratory Technician,Married,3407,1,No,17,80,10,3,10,9,6,8
34,No,Travel_Frequently,653,Research & Development,Technical Degree,Male,92,Healthcare Representative,Married,5063,1,No,14,80,8,3,8,2,7,7
40,No,Travel_Rarely,118,Sales,Life Sciences,Female,84,Sales Executive,Married,4639,1,No,15,80,5,2,5,4,1,2
43,No,Travel_Rarely,990,Research & Development,Technical Degree,Male,87,Laboratory Technician,Divorced,4876,5,No,12,80,8,0,6,4,0,2
35,No,Travel_Rarely,1349,Research & Development,Life Sciences,Male,63,Laboratory Technician,Married,2690,1,No,18,80,1,5,1,0,0,1
46,No,Travel_Rarely,563,Sales,Life Sciences,Male,56,Manager,Single,17567,1,No,15,80,27,5,26,0,0,12
28,Yes,Travel_Rarely,329,Research & Development,Medical,Male,51,Laboratory Technician,Married,2408,1,Yes,17,80,1,3,1,1,0,0
22,No,Non-Travel,457,Research & Development,Other,Female,85,Research Scientist,Married,2814,1,Yes,14,80,4,2,4,2,1,3
50,No,Travel_Frequently,1234,Research & Development,Medical,Male,41,Healthcare Representative,Married,11245,2,Yes,15,80,32,3,30,8,12,13
32,No,Travel_Rarely,634,Research & Development,Other,Female,35,Research Scientist,Married,3312,3,No,17,80,6,3,3,2,0,2
44,No,Travel_Rarely,1313,Research & Development,Medical,Female,31,Research Director,Divorced,19049,0,Yes,14,80,23,4,22,7,1,10
30,No,Travel_Rarely,241,Research & Development,Medical,Male,48,Research Scientist,Married,2141,1,No,12,80,6,3,6,4,1,1
45,No,Travel_Rarely,1015,Research & Development,Medical,Female,50,Laboratory Technician,Single,5769,1,Yes,14,80,10,3,10,7,1,4
45,No,Non-Travel,336,Sales,Marketing,Male,52,Sales Executive,Married,4385,1,No,15,80,10,2,10,7,4,5
31,No,Travel_Frequently,715,Sales,Other,Male,54,Sales Executive,Single,5332,7,No,13,80,10,3,5,2,0,3
36,No,Travel_Rarely,559,Research & Development,Life Sciences,Female,76,Manufacturing Director,Married,4663,9,Yes,12,80,7,2,3,2,1,1
34,No,Travel_Frequently,426,Research & Development,Life Sciences,Male,42,Manufacturing Director,Divorced,4724,1,No,13,80,9,3,9,7,7,2
49,No,Travel_Rarely,722,Research & Development,Life Sciences,Female,84,Laboratory Technician,Married,3211,1,No,14,80,10,3,9,6,1,4
39,No,Travel_Rarely,1387,Research & Development,Medical,Male,76,Manufacturing Director,Married,5377,2,No,13,80,10,3,7,7,7,7
27,No,Travel_Rarely,1302,Research & Development,Other,Male,67,Laboratory Technician,Divorced,4066,1,No,11,80,7,3,7,7,0,7
35,No,Travel_Rarely,819,Research & Development,Life Sciences,Male,48,Research Scientist,Married,5208,1,No,11,80,16,2,16,15,1,10
28,No,Travel_Rarely,580,Research & Development,Medical,Female,39,Manufacturing Director,Divorced,4877,0,No,21,80,6,5,5,3,0,0
21,No,Travel_Rarely,546,Research & Development,Medical,Male,97,Research Scientist,Single,3117,1,No,18,80,3,2,2,2,2,2
18,Yes,Travel_Frequently,544,Sales,Medical,Female,70,Sales Representative,Single,1569,1,Yes,12,80,0,2,0,0,0,0
47,No,Travel_Rarely,1176,Human Resources,Life Sciences,Female,98,Manager,Married,19658,3,No,11,80,27,2,5,2,1,0
39,No,Travel_Rarely,170,Research & Development,Medical,Male,76,Laboratory Technician,Divorced,3069,0,No,15,80,11,3,10,8,0,7
40,No,Travel_Rarely,884,Research & Development,Life Sciences,Female,80,Manufacturing Director,Married,10435,1,No,13,80,18,2,18,15,14,12
35,No,Non-Travel,208,Research & Development,Life Sciences,Female,52,Healthcare Representative,Married,4148,1,No,12,80,15,5,14,11,2,9
37,No,Travel_Rarely,671,Research & Development,Life Sciences,Male,85,Manufacturing Director,Married,5768,3,No,17,80,9,2,4,3,0,2
39,No,Travel_Frequently,711,Research & Development,Medical,Female,81,Manufacturing Director,Single,5042,0,No,13,80,10,2,9,2,3,8
45,No,Travel_Rarely,1329,Research & Development,Other,Female,59,Manufacturing Director,Divorced,5770,1,No,19,80,10,3,10,7,3,9
38,No,Travel_Rarely,397,Research & Development,Medical,Female,54,Manufacturing Director,Married,7756,3,Yes,19,80,10,6,5,4,0,2
35,Yes,Travel_Rarely,737,Sales,Medical,Male,55,Sales Executive,Married,10306,9,No,17,80,15,3,13,12,6,0
37,No,Travel_Rarely,1470,Research & Development,Medical,Female,71,Research Scientist,Married,3936,1,No,11,80,8,2,8,4,7,7
40,No,Travel_Rarely,448,Research & Development,Life Sciences,Female,84,Manufacturing Director,Single,7945,6,Yes,15,80,18,2,4,2,3,3
44,No,Travel_Frequently,602,Human Resources,Human Resources,Male,37,Human Resources,Married,5743,4,Yes,11,80,14,3,10,7,0,2
48,No,Travel_Frequently,365,Research & Development,Medical,Male,89,Manager,Married,15202,2,No,25,80,23,3,2,2,2,2
35,Yes,Travel_Rarely,763,Sales,Medical,Male,59,Sales Executive,Divorced,5440,6,Yes,14,80,7,2,2,2,2,2
24,No,Travel_Frequently,567,Research & Development,Technical Degree,Female,32,Research Scientist,Single,3760,1,Yes,13,80,6,2,6,3,1,3
27,No,Travel_Rarely,486,Research & Development,Medical,Female,86,Research Scientist,Married,3517,7,No,17,80,5,0,3,2,0,2
27,No,Travel_Frequently,591,Research & Development,Medical,Male,87,Research Scientist,Single,2580,2,No,13,80,6,0,4,2,1,2
40,Yes,Travel_Rarely,1329,Research & Development,Life Sciences,Male,73,Laboratory Technician,Single,2166,3,Yes,14,80,10,3,4,2,0,3
29,No,Travel_Rarely,469,Sales,Medical,Male,42,Sales Executive,Single,5869,9,No,11,80,8,2,5,2,1,4
36,No,Travel_Rarely,711,Research & Development,Life Sciences,Female,42,Healthcare Representative,Married,8008,4,No,12,80,9,6,3,2,0,2
25,No,Travel_Frequently,772,Research & Development,Life Sciences,Male,77,Manufacturing Director,Divorced,5206,1,No,17,80,7,6,7,7,0,7
39,No,Travel_Rarely,492,Research & Development,Medical,Male,66,Manufacturing Director,Married,5295,4,No,21,80,7,3,5,4,1,0
49,No,Travel_Rarely,301,Research & Development,Other,Female,72,Research Director,Married,16413,3,No,16,80,27,2,4,2,1,2
50,No,Travel_Rarely,813,Research & Development,Life Sciences,Female,50,Research Director,Divorced,13269,5,No,15,80,19,3,14,11,1,11
20,No,Travel_Rarely,1141,Sales,Medical,Female,31,Sales Representative,Single,2783,1,No,19,80,2,3,2,2,2,2
34,No,Travel_Rarely,1130,Research & Development,Life Sciences,Female,66,Research Scientist,Divorced,5433,1,No,12,80,11,2,11,8,7,9
36,No,Travel_Rarely,311,Research & Development,Life Sciences,Male,77,Laboratory Technician,Single,2013,2,No,11,80,15,4,4,3,1,3
49,No,Travel_Rarely,465,Research & Development,Life Sciences,Female,41,Healthcare Representative,Married,13966,2,Yes,19,80,30,3,15,11,2,12
36,No,Non-Travel,894,Research & Development,Medical,Female,33,Manufacturing Director,Married,4374,0,No,15,80,4,6,3,2,1,2
36,No,Travel_Rarely,1040,Research & Development,Life Sciences,Male,79,Healthcare Representative,Divorced,6842,6,No,20,80,13,3,5,4,0,4
54,No,Travel_Rarely,584,Research & Development,Medical,Female,91,Manager,Married,17426,3,No,25,80,36,6,10,8,4,7
43,No,Travel_Rarely,1291,Research & Development,Life Sciences,Male,65,Research Director,Married,17603,1,No,24,80,14,3,14,10,6,11
35,Yes,Travel_Frequently,880,Sales,Other,Male,36,Sales Executive,Single,4581,3,Yes,24,80,13,2,11,9,6,7
38,No,Travel_Frequently,1189,Research & Development,Life Sciences,Male,90,Research Scientist,Married,4735,7,No,15,80,19,4,13,11,2,9
29,No,Travel_Rarely,991,Sales,Medical,Male,43,Sales Executive,Divorced,4187,1,Yes,13,80,10,3,10,0,0,9
33,No,Travel_Rarely,392,Sales,Medical,Male,93,Sales Executive,Divorced,5505,1,No,14,80,6,5,6,2,0,4
32,No,Travel_Rarely,977,Research & Development,Medical,Male,45,Research Scientist,Divorced,5470,0,No,13,80,10,4,9,5,1,6
31,No,Travel_Rarely,1112,Sales,Life Sciences,Female,67,Sales Executive,Married,5476,1,No,11,80,10,2,10,0,0,2
49,No,Travel_Rarely,464,Research & Development,Medical,Female,74,Laboratory Technician,Divorced,2587,4,Yes,16,80,17,2,2,2,2,2
38,No,Travel_Frequently,148,Research & Development,Medical,Female,42,Laboratory Technician,Single,2440,1,No,22,80,4,3,4,3,3,3
47,No,Travel_Rarely,1225,Sales,Life Sciences,Female,47,Manager,Divorced,15972,6,No,14,80,29,2,3,2,1,2
49,No,Travel_Rarely,809,Research & Development,Life Sciences,Male,36,Manager,Single,15379,4,No,14,80,23,2,8,7,0,0
41,No,Travel_Rarely,1206,Sales,Life Sciences,Male,80,Sales Executive,Single,7082,3,Yes,16,80,21,2,2,0,0,2
20,No,Travel_Rarely,727,Sales,Life Sciences,Male,54,Sales Representative,Single,2728,1,No,11,80,2,3,2,2,0,2
33,No,Non-Travel,530,Sales,Life Sciences,Female,36,Sales Executive,Divorced,5368,1,Yes,25,80,7,2,6,5,1,2
36,No,Travel_Rarely,1351,Research & Development,Life Sciences,Male,80,Healthcare Representative,Married,5347,6,No,14,80,10,2,3,2,0,2
44,No,Travel_Rarely,528,Human Resources,Life Sciences,Female,44,Human Resources,Divorced,3195,4,Yes,18,80,8,2,2,2,2,2
23,Yes,Travel_Rarely,1320,Research & Development,Medical,Male,93,Laboratory Technician,Single,3989,1,Yes,11,80,5,2,5,4,1,2
38,No,Travel_Rarely,1495,Research & Development,Medical,Female,87,Laboratory Technician,Married,3306,7,No,19,80,7,5,0,0,0,0
53,No,Travel_Rarely,1395,Research & Development,Medical,Male,48,Healthcare Representative,Married,7005,3,No,15,80,11,2,4,3,1,2
48,Yes,Travel_Frequently,708,Sales,Medical,Female,95,Sales Representative,Married,2655,2,Yes,11,80,19,3,9,7,7,7
32,Yes,Travel_Rarely,1259,Research & Development,Life Sciences,Male,95,Laboratory Technician,Single,1393,1,No,12,80,1,2,1,0,0,0
26,No,Non-Travel,786,Research & Development,Medical,Male,76,Laboratory Technician,Single,2570,1,No,20,80,7,5,7,7,5,7
55,No,Travel_Rarely,1441,Research & Development,Technical Degree,Male,94,Research Scientist,Divorced,3537,5,No,12,80,8,1,4,2,1,2
34,No,Travel_Rarely,1157,Research & Development,Medical,Male,57,Laboratory Technician,Married,3986,1,No,14,80,15,3,15,10,4,13
60,No,Travel_Rarely,370,Research & Development,Medical,Male,92,Healthcare Representative,Divorced,10883,3,No,20,80,19,2,1,0,0,0
33,No,Travel_Rarely,267,Research & Development,Medical,Male,79,Laboratory Technician,Married,2028,1,No,18,80,14,6,14,11,2,13
37,No,Travel_Frequently,1278,Sales,Medical,Male,31,Sales Executive,Divorced,9525,1,No,14,80,6,2,6,3,1,3
34,No,Travel_Rarely,678,Research & Development,Life Sciences,Female,35,Research Scientist,Married,2929,1,No,12,80,10,3,10,9,8,7
23,Yes,Travel_Rarely,427,Sales,Life Sciences,Male,99,Sales Representative,Divorced,2275,1,Yes,21,80,3,2,3,2,0,2
44,No,Travel_Rarely,921,Research & Development,Life Sciences,Female,96,Healthcare Representative,Married,7879,1,Yes,19,80,9,2,8,7,6,7
35,No,Travel_Frequently,146,Research & Development,Medical,Male,79,Research Scientist,Single,4930,0,Yes,14,80,6,2,5,4,1,4
43,No,Travel_Rarely,1179,Sales,Medical,Male,73,Sales Executive,Married,7847,1,Yes,17,80,10,3,10,9,8,8
24,No,Travel_Rarely,581,Research & Development,Medical,Male,62,Research Scientist,Married,4401,1,No,16,80,5,1,5,3,0,4
41,No,Travel_Rarely,918,Sales,Marketing,Male,35,Sales Executive,Single,9241,1,No,12,80,10,3,10,8,8,7
29,No,Travel_Rarely,1082,Research & Development,Medical,Female,43,Laboratory Technician,Married,2974,9,No,17,80,9,2,5,3,1,2
36,No,Travel_Rarely,530,Sales,Life Sciences,Female,51,Sales Representative,Single,4502,3,No,15,80,17,2,13,7,6,7
45,No,Non-Travel,1238,Research & Development,Life Sciences,Male,74,Healthcare Representative,Married,10748,3,No,23,80,25,3,23,15,14,4
24,Yes,Travel_Rarely,240,Human Resources,Human Resources,Male,58,Human Resources,Married,1555,1,No,11,80,1,2,1,0,0,0
47,Yes,Travel_Frequently,1093,Sales,Life Sciences,Male,82,Sales Executive,Married,12936,7,No,11,80,25,3,23,5,14,10
26,No,Travel_Rarely,390,Research & Development,Medical,Male,62,Laboratory Technician,Married,2305,1,No,15,80,3,3,3,2,0,2
45,No,Travel_Rarely,1005,Research & Development,Technical Degree,Female,48,Research Director,Single,16704,1,No,11,80,21,2,21,6,8,6
32,No,Travel_Frequently,585,Research & Development,Life Sciences,Male,56,Research Scientist,Married,3433,6,No,13,80,10,3,5,2,1,3
31,No,Travel_Rarely,741,Research & Development,Life Sciences,Male,69,Laboratory Technician,Married,3477,1,No,14,80,6,2,5,2,0,3
41,No,Non-Travel,552,Human Resources,Human Resources,Male,60,Human Resources,Married,6430,6,No,19,80,10,4,3,2,1,2
40,No,Travel_Rarely,369,Research & Development,Life Sciences,Female,92,Manufacturing Director,Married,6516,2,Yes,16,80,18,3,1,0,0,0
24,No,Travel_Rarely,506,Research & Development,Medical,Male,91,Laboratory Technician,Divorced,3907,1,No,13,80,6,2,6,2,1,2
46,No,Travel_Rarely,717,Research & Development,Life Sciences,Male,34,Healthcare Representative,Single,5562,6,No,14,80,19,3,10,7,0,9
35,No,Travel_Rarely,1370,Research & Development,Life Sciences,Male,49,Manufacturing Director,Married,6883,2,No,16,80,17,3,7,7,0,7
30,No,Travel_Rarely,793,Research & Development,Life Sciences,Male,33,Research Scientist,Married,2862,1,No,12,80,10,2,10,0,0,8
47,No,Non-Travel,543,Sales,Marketing,Male,87,Sales Executive,Married,4978,7,No,11,80,4,3,1,0,0,0
46,No,Travel_Rarely,1277,Sales,Life Sciences,Male,74,Sales Executive,Divorced,10368,4,Yes,12,80,13,5,10,6,0,3
36,Yes,Travel_Rarely,1456,Sales,Marketing,Male,96,Sales Executive,Divorced,6134,5,Yes,13,80,16,3,2,2,2,2
32,Yes,Travel_Rarely,964,Sales,Life Sciences,Male,34,Sales Executive,Single,6735,6,No,15,80,10,2,0,0,0,0
23,No,Travel_Rarely,160,Research & Development,Medical,Female,51,Laboratory Technician,Single,3295,1,No,13,80,3,3,3,2,1,2
31,No,Travel_Frequently,163,Research & Development,Technical Degree,Female,30,Manufacturing Director,Single,5238,2,No,20,80,9,3,5,4,1,4
39,No,Non-Travel,792,Research & Development,Life Sciences,Male,77,Laboratory Technician,Married,6472,1,Yes,15,80,9,2,9,8,5,8
32,No,Travel_Rarely,371,Sales,Life Sciences,Male,80,Sales Executive,Married,9610,3,No,13,80,10,2,4,3,0,2
40,No,Travel_Rarely,611,Sales,Medical,Male,88,Manager,Single,19833,1,No,14,80,21,3,21,8,12,8
45,No,Travel_Rarely,176,Human Resources,Life Sciences,Female,56,Human Resources,Married,9756,4,No,21,80,9,2,5,0,0,3
30,No,Travel_Frequently,1312,Research & Development,Technical Degree,Female,78,Research Scientist,Single,4968,0,No,16,80,10,2,9,7,0,7
24,No,Travel_Frequently,897,Human Resources,Medical,Male,59,Human Resources,Married,2145,0,No,14,80,3,2,2,2,2,1
30,Yes,Travel_Frequently,600,Human Resources,Human Resources,Female,66,Human Resources,Divorced,2180,6,No,11,80,6,0,4,2,1,2
31,No,Travel_Rarely,1003,Sales,Technical Degree,Male,51,Sales Executive,Married,8346,1,No,19,80,6,3,5,2,0,2
27,No,Travel_Rarely,1054,Research & Development,Medical,Female,67,Research Scientist,Single,3445,1,No,11,80,6,5,6,2,1,4
29,Yes,Travel_Rarely,428,Sales,Marketing,Female,52,Sales Representative,Single,2760,1,No,13,80,2,3,2,2,2,2
29,No,Travel_Frequently,461,Research & Development,Life Sciences,Male,70,Healthcare Representative,Single,6294,8,Yes,12,80,10,5,3,2,0,2
30,No,Travel_Rarely,979,Sales,Marketing,Male,94,Sales Executive,Divorced,7140,2,No,11,80,12,2,7,7,1,7
34,No,Travel_Rarely,181,Research & Development,Medical,Male,97,Research Scientist,Married,2932,0,Yes,14,80,6,3,5,0,1,2
33,No,Non-Travel,1283,Sales,Marketing,Female,62,Sales Executive,Single,5147,8,No,15,80,13,2,11,7,1,7
49,No,Travel_Rarely,1313,Sales,Marketing,Female,80,Sales Executive,Single,4507,3,No,12,80,8,1,5,1,0,4
