ID,LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Default Status
384,5,28,28129,29184,28421,28751,3685,34,18,,11,24,,15,Default
3841,24,54,6381,64395,66323,7422,6917,7118,5,3,52,,3,54,Not Default
3842,38,31,16761,15893,27557,156348,153778,139177,6,61,529,5,5,4,Not Default
3843,5,24,5219,6475,7483,779,7934,8242,15,1274,5,5,44,45,Not Default
3844,5,33,12498,16264,17918,1672,1741,1928,4,2,1,2,2396,1,Not Default
3845,43,33,4984,37873,34499,283,24237,1286,1,5,1,,4,1,Not Default
3846,6,26,22921,2344,1766,1314,8722,17976,5,,,174,1381,,Not Default
3847,3,25,3638,441,5297,434,315,553,113,126,125,15,2,14,Not Default
3848,17,48,17845,171762,17464,127364,12724,125341,68,779,4587,4675,4525,4497,Not Default
3849,7,29,4783,4425,44784,43763,46646,47724,41,16,,36,2,19,Not Default
385,13,28,39,7412,39,4134,54,39,7412,39,4134,54,39,2596,Not Default
3851,5,5,49252,44326,39689,29422,12856,,1521,1345,274,238,,,Default
3852,2,38,,3796,581,888,,,3796,581,888,,,,Default
3853,5,48,158,1726,39,39,39,39,1726,39,39,39,39,39,Default
3854,2,28,1443,13266,1434,1531,14916,15515,16,16,15,,1,5,Not Default
3855,11,32,215,143,2684,1149,715,1174,143,2684,4,715,1174,385,Not Default
3856,9,24,76453,4943,5169,49661,42831,27495,25,2,2,3551,15,1,Not Default
3857,18,24,648,66747,67227,68398,749,7148,4,26,2,3,225,4791,Not Default
3858,5,28,43747,44488,47342,46326,46358,45283,1746,36,,1666,1559,1551,Not Default
3859,2.00E+00,36,-1,-1,296,299,278,4575,,297,33,279,4597,,Not Default
386,2,32,11337,14372,11411,11653,7833,7945,6,,744,,62,,Default
3861,5,44,51671,5272,49293,47154,569,5442,1928,1595,1526,13,1569,2614,Not Default
3862,17,39,1147,117677,124636,121232,124199,129346,7,15,,5,11,45,Default
3863,38,48,356375,347165,3186,284972,285249,26646,4,2,2,2,1,2,Not Default
3864,3,39,1623,2441,3244,434,4812,621,1,1,1,1,15,,Default
3865,3,23,19594,2619,21631,2262,2277,23312,1346,1358,789,1,981,11,Not Default
3866,16,36,43,672,,8484,26,,672,,8484,264,,798,Not Default
3867,6,39,29565,31123,34134,23552,242,26615,3,3638,,1,3,,Default
3868,45,31,1638,5449,112841,11263,922,39564,5449,62841,2,,1,27224,Not Default
3869,8,43,398,379,298,-3,-3,-3,381,67,,,,598,Default
387,9,26,23812,15616,11988,32658,3885,26639,,1525,3511,3,,2,Not Default
3871,3,33,,,,,,,,,,,,,Default
3872,5,25,48885,49133,48468,4284,3378,2976,22,25,27,1266,2,168,Default
3873,3,49,26343,27127,26393,29646,339,29755,15,,3712,1363,,1141,Not Default
3874,5,52,32119,29498,26196,2386,16818,14438,,69,,,,,Default
3875,32,34,7417,7488,243,128,22215,7332,8,25,,225,32516,22,Not Default
3876,3.00E+00,43,1314,,,,,,,,,,,,Not Default
3877,39,43,9294,87292,88335,89396,9769,91825,32,32,32,35,33,4,Not Default
3878,5,23,47662,4123,42162,6765,19286,9558,2,212,255,3,191,,Not Default
3879,2,26,15,15,15,15,15,15,,,,,,,Default
388,9,52,87186,87526,88924,88735,87521,85699,355,3962,299,317,3127,332,Not Default
3881,3.00E+00,51,18341,19847,6246,3872,11875,529,19854,6279,3883,11883,535,9998,Not Default
3882,3.00E+00,32,5453,65235,64747,6515,-45,7,15235,1491,133,,2,14,Not Default
3883,2.00E+00,34,5392,1938,4819,1374,27,,1938,4819,1374,,,79,Not Default
3884,5,24,33715,22824,17144,1814,1925,1914,66,19,15,15,15,15,Not Default
3885,2,24,39,78,39,78,78,,78,,78,,,,Default
3886,39,35,3356,3291,78686,6321,41653,24679,3374,78772,1371,919,1377,183622,Not Default
3887,7,41,69866,63679,54762,3875,39924,37757,1,59,2,2,4,2,Not Default
3888,3.00E+00,43,158741,155438,14643,142726,138849,137499,5823,531,532,535,5118,4532,Not Default
3889,14,5,139153,141383,147,137365,13729,138934,66,5,5,512,52,48,Not Default
389,2.00E+00,37,97821,97934,44716,4273,42867,33876,422,229,273,2867,3876,2295,Not Default
3891,8,28,2147,612,211,2298,1196,39,612,211,2298,1196,39,,Not Default
3892,8,45,825,,,,,,,,,,,,Not Default
3893,17,36,1218,2434,1537,2156,1898,2656,2434,1537,2156,1898,2656,1626,Not Default
3894,5,29,5187,51318,4791,4166,47368,49317,3,23,112,6,2675,,Not Default
3895,1.00E+00,27,8269,81989,82466,78234,75615,76849,316,3,285,2739,385,2958,Not Default
3896,3,22,1924,796,2982,1732,3836,2461,796,,1732,3836,2461,374,Not Default
3897,3,49,2635,2737,13294,1469,14518,1525,15,15,1,676,9,9,Not Default
3898,32,36,7324,66537,58762,43112,6729,62132,294,2973,1579,42,3127,126,Not Default
3899,7,25,41511,44525,43514,44489,45617,4672,4,,2,2,2,3,Default
39,5,24,49387,5284,5639,48563,49628,48293,2,1727,1846,1777,1665,15,Not Default
391,13,48,68629,57168,5813,58595,59822,55572,2187,2,2,253,1964,32,Not Default
392,5,27,8951,8862,161,9751,11585,1125,2,15,,2,,16,Default
393,5,33,16149,13662,14675,14967,15282,15585,1223,1236,528,548,55,569,Not Default
394,5,3,2496,4533,4279,4592,,,2254,,313,,,,Not Default
395,16,3,12867,82729,72583,6565,54651,48468,31,269,237,21,217,312,Not Default
396,45,46,13,1926,15671,18552,24222,32867,1926,15671,18574,24231,32885,9343,Not Default
397,38,33,112926,18573,216399,213259,23377,18556,4677,13533,769,12,7,6,Not Default
398,3,29,12517,1327,12421,615,583,,16,,,,,,Default
399,5,24,4753,46155,2865,19659,1982,19699,1537,1679,688,713,858,66,Not Default
391,22,3,776,1552,776,221876,223986,24957,1552,,221876,75,4,1,Default
3911,5,32,39,39,39,39,93,39,39,39,39,93,,78,Default
3912,9,27,,,,,,,,,,,,,Not Default
3913,8,26,67692,63789,65771,2869,29137,29569,2763,35,9,7,7,7,Not Default
3914,39,44,4197,4688,63661,6616,61357,2798,4711,6371,1214,1241,2812,4622,Not Default
3915,14,43,128947,16671,11362,8742,88774,81869,439,71,2359,7617,276,2366,Not Default
3916,36,32,1143,2389,11996,,67372,66666,2389,11996,,67372,66666,66666,Not Default
3917,5,26,5951,49139,4682,47622,48686,47459,25,21,19,2,1746,189,Default
3918,26,37,244736,24918,25374,255353,17522,13299,1,1,5,5,5,32,Default
3919,18,43,127,6267,61424,6139,6426,64618,6267,3,2154,5,3,3,Default
392,36,26,-1917,-1917,-1917,-1917,-1917,1883,,,,,2,1,Not Default
3921,23,35,263,,,,,,,,,,,,Default
3922,13,25,1335,6123,2565,8975,43663,23566,6141,2572,91,42739,5583,384,Not Default
3923,2,42,17775,18974,18586,18957,19374,19583,15,1285,656,699,2,1286,Not Default
3924,2.00E+00,41,-14,-7,-7,13968,6652,9696,,,1438,6684,9744,146,Not Default
3925,22,35,1252,1251,1712,27361,2934,33933,35,6,3,234,5,2,Not Default
3926,2,25,8226,9281,1325,1378,785,6542,1349,1393,446,39,422,293,Not Default
3927,2,24,17697,18445,19382,1844,18826,17311,1634,1571,629,652,618,64,Not Default
3928,24,4,227819,222299,227281,19527,199186,23475,82,88,7,72,75,78,Default
3929,48,5,14638,1194,12318,6295,5284,622,11956,12331,6295,5284,622,914,Not Default
393,5,29,2652,27631,29128,2977,28825,2922,2,2,25,133,153,134,Not Default
3931,1.00E+00,4,37596,2388,,,,,1,,,,,,Not Default
3932,12,34,15356,17588,115372,11227,11972,12165,3931,96,,95,41,,Default
3933,23,27,141,16155,111244,1163,121346,13318,4,6,6,6,1,1158,Not Default
3934,2,32,16849,17618,18194,17759,18759,534,1434,14,355,1,126,45,Not Default
3935,5,27,2514,23936,1117,121,,,1252,193,121,,,,Not Default
3936,13,32,114227,115922,117545,114168,121621,124168,5,5,,95,47,,Not Default
3937,15,38,1736,,,,,,,,,,,,Not Default
3938,6,3,41259,4715,43153,43845,44795,4571,4,346,17,18,18,,Not Default
3939,26,44,3648,37157,384,33882,34589,35397,1688,1571,1213,1253,1381,1166,Not Default
394,5.00E+00,4,3415,31645,32556,36642,-8,-8,26,3,58,8,,,Not Default
3941,27,34,74813,75221,73293,72213,74734,7689,3,4,4,5,4,5,Not Default
3942,41,34,,13621,,,,666,13621,,,,666,,Default
3943,6,29,2469,5968,61284,58698,5833,57539,5968,4898,,23,22,211,Not Default
3944,2.00E+00,31,261,6229,5815,851,229,1997,6229,5815,854,229,1997,1342,Not Default
3945,5,45,78,,39,23,191,78,,39,43,,,,Not Default
3946,5.00E+00,35,-73,-73,-73,-73,-73,-73,,,,,,,Default
3947,15,35,329,-31,3189,,15,88,,322,,15,88,,Not Default
3948,17,44,,,,,,,,,,,,,Not Default
3949,5,25,51461,51179,5628,5154,53936,51459,2,1771,177,638,,2112,Not Default
395,13,42,148,148,148,148,39,39,148,148,148,39,39,39,Not Default
3951,12,3,122246,1241,12459,121749,8146,7968,6,,52,61,,28,Not Default
3952,7,28,9214,156,1271,12866,14644,1623,15,2,1,2,2,3,Not Default
3953,32,44,3493,12444,46163,1373,664,2145,12498,46185,1387,694,2155,1273,Not Default
3954,11,37,79646,11818,17558,8437,79727,811,5,35,1,3,3,3,Not Default
3955,42,3,34567,36416,746,,1215,15,1,256,,1215,15,399,Not Default
3956,24,49,1845,1741,4768,12279,75882,9611,1749,47622,12279,75882,9611,61411,Not Default
3957,38,33,7591,76715,88,81162,89571,96627,1,5,5,1,1,1,Not Default
3958,2,22,17356,1825,114,1345,7552,81,1274,1119,324,278,579,17,Not Default
3959,5,42,35539,38246,37332,3972,38932,4177,36,,3,,35,3387,Default
396,2,23,78,39,38,39,,78,,38,4,,78,,Not Default
3961,2,31,16659,17688,18788,19177,2119,2474,16,17,1,24,,,Not Default
3962,24,28,237633,2572,189615,19792,21528,197155,765,62,12,73,6275,888,Not Default
3963,34,57,-8,-8,-8,-8,1595,-5,,,,163,,,Default
3964,9,23,18168,17593,19492,18884,2141,21841,,25,,3,93,,Default
3965,5,56,31276,29179,26482,1677,15529,16266,1556,1247,177,7,1,1129,Not Default
3966,21,33,1379,121126,11951,96329,84224,8157,2,1511,1,1,5,11,Not Default
3967,6,25,44331,4859,59129,57663,56225,54759,5,12,,,,,Not Default
3968,5,53,12291,14295,9714,947,8983,9289,33,1,,1,1,1423,Not Default
3969,5,26,,195,2576,12576,22397,15944,195,2576,1,1,685,612,Not Default
397,9,26,21854,2336,241,25,25,26254,1536,16,15,,1254,1214,Not Default
3971,25,31,3759,17694,1455,4757,11357,6679,8873,14548,4771,11491,6896,89,Not Default
3972,29,47,255412,217382,25549,3137,-42,17239,513,4647,949,4391,146216,6686,Default
3973,24,35,862,1873,643,11455,1326,663,18718,646,11478,1329,3,1322,Not Default
3974,36,29,136,7995,-7,3651,285,112,835,,3658,1,117,584,Not Default
3975,34,36,11951,16332,2391,2214,26361,34333,5,512,5,56,11,1,Not Default
3976,29,48,74864,36317,34491,29657,9134,2383,1411,12,593,2,5637,,Not Default
3977,5,25,4869,49347,162,612,391,299,1692,133,122,78,299,9292,Not Default
3978,31,41,53,7233,4158,848,542,2314,7233,4318,848,542,2314,648,Not Default
3979,1,22,9358,7926,931,95,97,1,1216,28,19,2,3,,Not Default
398,26,31,181679,187642,19152,186696,188632,19948,89,72,68,71,72,65,Not Default
3981,18,26,7172,66234,57253,53736,46213,3971,295,22,2,5,2,23,Default
3982,2,26,96,78,,,,,156,,,,,,Not Default
3983,36,28,24,25,,,,,25,,,,,,Not Default
3984,8,3,65622,67265,67382,51958,55196,54235,33,21,2,4,,3,Not Default
3985,45,44,1716,12254,12815,17782,974,849,8,5,7,3,2,1626,Not Default
3986,3,22,319,28985,28724,29357,3188,26316,1532,2169,1,12,2,15,Default
3987,5.00E+00,39,2651,2134,113,1848,1116,927,1261,591,46,1121,947,21323,Not Default
3988,21,34,146756,1557,153238,156384,1656,163188,55,551,55,6,6,6,Not Default
3989,3.00E+00,64,168,1168,15,1372,161,1355,1168,15,1372,161,1355,1426,Not Default
399,1.00E+00,52,9939,839,63145,56962,52385,22543,3467,2,1476,4992,88,1,Default
3991,24,47,13813,134976,137251,144457,14764,14571,5,6,11,56,,1177,Default
3992,5,56,3121,31295,191,189,,39,2295,191,,,39,,Not Default
3993,2,22,1771,17137,1983,1924,18419,2126,,3,,,2,,Default
3994,11,23,1877,257,132,127,63697,51866,1,1,1,63697,2427,25,Default
3995,2.00E+00,43,9873,-79,1291,,582,291,,11,,873,,291,Not Default
3996,22,33,-117,487,2879,4483,687,-273,1,3,2,2,,2,Not Default
3997,5,43,9784,11578,7384,13479,6734,681,233,295,5,1,5,5,Default
3998,6,26,4171,37274,323,389,33323,3319,1491,2,192,3,1353,2,Not Default
3999,2,23,9736,12759,12459,12957,1314,12744,35,2,1,5,,1,Default
4,17,39,2429,854,438,316,6131,5612,877,438,,6131,,3,Default
41,3,29,23,1533,3897,6978,481,3686,1533,3897,481,,155,96,Not Default
42,16,29,1778,,,15,15,989,,,15,15,989,,Default
43,2.00E+00,35,199891,19868,115177,116226,139737,187728,85,6,4,25,5,7,Default
44,12,25,81129,72699,3999,18334,7382,1981,754,29,14,6,19824,18129,Not Default
45,23,38,1297,316,1156,316,316,316,316,1156,316,316,316,316,Not Default
46,2,42,1665,637,11869,7312,1868,147,637,11869,7314,2274,147,22,Not Default
47,1,46,15,15,15,15,15,15,,,,,,,Default
48,1.00E+00,24,,,,,2483,,,,,2483,,8,Not Default
49,13,24,,,,,,,,,,,,,Not Default
41,5,47,91481,4799,47486,24769,2329,23495,3956,1365,848,1,1,1,Not Default
411,14,31,92636,94641,96667,98883,79972,81642,35,36,39,3,3,32,Not Default
412,5,49,47864,99572,5396,943,9638,981,3473,2294,328,35,323,312,Not Default
413,36,29,326,2347,377,3466,163,2931,2358,3788,3483,1638,2946,1695,Not Default
414,2,22,19529,18937,18335,1953,1976,2444,,,15,,17,,Default
415,11,33,1728,16818,1873,11235,48492,43413,4,3783,6488,485,2,6446,Not Default
416,1.00E+00,33,9822,88562,86256,8715,85636,917,,,32,,683,695,Default
417,26,39,256557,18837,186778,184132,189947,8916,6726,6637,7784,1,35,3434,Not Default
418,5,23,4675,45985,26675,16948,1633,1819,155,2,592,64,2,2,Not Default
419,36,39,,,,,,,,,,,,,Default
42,3,27,27896,26835,2869,27633,29184,28776,,2659,,239,187,,Default
421,5,23,49798,5795,515,9658,111,9345,2193,24,33,492,332,5,Not Default
422,27,31,,,,,,,,,,,,,Not Default
423,25,44,4976,5417,7948,1797,158,12573,5417,7948,1797,158,12573,4338,Not Default
424,25,48,5241,2738,236,6976,371,2872,2754,2377,76,11,2981,,Not Default
425,12,24,,,,,4629,5551,,,,4629,1,1915,Not Default
426,25,36,44242,58876,7368,12311,75543,88283,25,24,3,25,3,25,Not Default
427,26,29,1267,553,,22,1199,3359,553,,22,1199,3359,135,Not Default
428,24,39,234661,234364,235982,239281,244329,24913,12,12,8725,968,968,15,Not Default
429,6,27,18224,19928,2939,21291,21734,22184,2,1648,1,936,962,313,Not Default
43,25,4,326,326,652,326,326,326,326,652,,326,326,326,Default
431,1.00E+00,26,98542,82569,87486,84536,768,69865,3326,83,2745,2689,2896,2731,Not Default
432,15,35,,17,-24,-24,-24,39,17,,,,117,39,Not Default
433,17,45,165243,156688,15145,1279,126388,126399,767,6443,4617,4711,4673,463,Not Default
434,71,32,28585,31719,34854,35774,35524,3547,3561,3696,1616,324,511,211,Not Default
435,2,5,662,7556,857,12,9715,1153,12,13,16,,6,6,Not Default
436,36,36,83412,7725,1625,136,1264,,37,1123,5,64,,,Not Default
437,15,6,,,,,,,,,,,,,Default
438,15,49,3114,23946,7838,7642,89,18,23979,7838,7642,367,18,568,Not Default
439,5,58,7556,7312,6959,5813,3985,3169,114,148,163,135,151,2,Not Default
44,14,38,122283,118913,12435,139795,14295,1455,,5,215,55,,5,Not Default
441,25,42,-8,-8,1632,-88,17451,43978,,164,,17539,44197,1758,Not Default
442,2,36,11423,13976,13455,15227,14699,14313,2749,,2,,,123,Not Default
443,36,42,2333,6295,,,17,,6295,,,17,,,Not Default
444,16,34,2734,,625,46,338,,,625,46,338,,,Default
445,18,3,27225,28245,26743,28943,3943,,1765,1,22,2,,,Not Default
446,5,23,28569,27693,241,1751,1838,16145,14,16,6,771,1,35,Not Default
447,5,45,19834,19387,22574,2483,2121,2191,134,5,,729,793,642,Not Default
448,22,6,1924,2424,19798,21468,2986,22469,2,,2,,2,2,Default
449,15,39,76415,78836,87265,8584,93323,91783,415,1575,,9717,,33,Default
45,16,4,1672,2927,,,,,2941,,,,,,Not Default
451,16,3,155,2579,1155,3334,155,8824,2579,1155,3334,,8824,155,Not Default
452,2.00E+00,29,737,73624,73928,726,72393,72969,334,3815,34,36,412,312,Not Default
453,19,32,5484,6192,4988,344,3341,3228,245,,2,1,1,1,Not Default
454,5,32,47445,37395,9858,8536,9674,9591,1697,1118,285,299,111,427,Default
455,5,24,39,39,39,78,39,39,39,39,78,,39,,Not Default
456,14,35,88394,9252,92775,9366,9531,96653,328,427,35,366,35,355,Not Default
457,6,26,48867,49979,51316,5446,5536,53985,22,247,42,2,,62,Not Default
458,1,24,8283,8754,9436,5856,659,5999,15,1246,21,298,12,,Not Default
459,4.00E+00,28,-132,5773,3944,87146,9818,96316,9952,1,8717,113,18,239,Not Default
46,5.00E+00,44,3852,295489,26296,354521,3589,394932,1481,1242,1642,4643,53181,1571,Not Default
461,32,24,445,51257,54659,35196,71244,35299,51334,54726,13,7144,35448,47699,Not Default
462,24,5,2115,,,,,,,,,,,,Not Default
463,11,44,128341,131227,13349,135888,13778,78581,4861,43,35,35,2564,23,Not Default
464,24,29,,,,,,,,,,,,,Default
465,5,31,26411,2892,28139,28697,3584,29983,3231,,126,163,1397,6212,Default
466,1.00E+00,46,216,964,964,365,,,964,,,,,31,Not Default
467,5,25,2545,1518,6964,764,2173,6586,15522,6964,764,2173,6586,1189,Not Default
468,5,24,25437,25873,,1,,,2,,1,,,,Default
469,5,43,14,4254,6955,9486,9191,12524,4254,2962,5191,,35,3,Default
47,15,3,6315,68125,66432,73312,7215,76521,6,,823,,57,,Not Default
471,2.00E+00,37,4157,61,432,162,317,937,66,432,162,317,937,1275,Not Default
472,8,28,47234,48147,45958,43437,41444,3551,3,27,1361,1512,2,476,Not Default
473,36,35,11936,21865,3366,521,1338,789,21983,4567,5236,13373,7123,551,Not Default
474,12,49,38878,39917,3248,29131,3288,3192,2,2,2,3,3,5,Not Default
475,23,28,7966,7366,66633,5655,22935,17354,566,15,1634,3,323,1,Not Default
476,6,34,54316,55575,15158,1545,15933,1695,277,1275,544,3923,575,596,Default
477,9,37,9549,9257,11983,1265,11731,1189,,32,572,,422,437,Not Default
478,5,29,49747,5175,43662,18115,173,17947,25,14,2,1,15,15,Default
479,24,31,151,475,151,671,291,671,475,151,671,291,671,671,Not Default
48,23,42,6946,12,8794,295,129,33,5,16,91,74,75,81,Not Default
481,8,23,23998,17442,15948,17118,9883,8689,315,2,6,5,34,5,Not Default
482,4.00E+00,28,3299,693,2375,1211,6661,517,6978,2387,1127,6694,519,593,Not Default
483,12,45,117775,11716,11827,116885,1234,12546,57,6,5,1,,45,Not Default
484,25,39,,93,5354,167,98,,93,5354,167,98,,,Not Default
485,3,24,29846,28941,18643,195,12751,1891,,4,6,,25,419,Not Default
486,15,54,15259,1551,152228,141778,142694,145622,71,58,53,52,53,56,Not Default
487,31,37,27995,211176,21416,22579,22736,321979,8,8,1,1,1.00E+00,,Not Default
488,15,34,135587,138473,141297,14465,14842,155,4,4,45,5,35,,Not Default
489,8,29,114,583,4136,,,15,15,2,,,15,419,Not Default
49,2.00E+00,37,,,,,,,,,,,,,Default
491,5,24,35166,2945,15188,7582,7741,7958,13,116,15,281,346,159,Not Default
492,19,23,223483,1839,182911,156432,15278,133584,11837,67,5136,5183,5237,4396,Default
493,5,33,3773,33275,41329,5392,5722,451,4,9,,1,,1,Not Default
494,1.00E+00,31,24377,25167,24541,2734,26669,26172,14,,31,,,2,Default
495,15,33,144761,146271,12815,13555,133985,136151,65,55,55,65,55,55,Not Default
496,8,43,1926,1692,15173,1493,1313,6687,127,1874,,3313,,291,Not Default
497,2.00E+00,3,736,736,736,736,736,316,736,736,736,736,316,1156,Not Default
498,12,46,116697,18828,11417,89852,9153,89571,42,4715,32,31,3772,3464,Not Default
499,6,49,6193,57227,3291,32792,31277,29512,1739,1791,2378,,192,3554,Default
41,45,51,144396,15396,396,396,396,546,6396,396,396,396,546,396,Not Default
411,12,32,89,39,39,148,,6477,39,39,148,,6477,,Default
412,13,43,,,,96963,994,11833,,,96963,3554,4435,334,Not Default
413,24,36,5367,6959,6649,5149,1375,5777,6959,15,,713,,726,Default
414,9,26,11181,11237,9442,5318,11928,15558,3194,8823,,7,666,1,Not Default
415,21,25,7474,8625,3511,495,4727,5494,15,15,15,,1,1,Default
416,9,23,83,16983,18644,12718,12984,13247,16983,2,5,424,431,1,Not Default
417,42,4,1794,7748,295,17827,23711,63784,7786,2965,1848,23831,6411,3731,Not Default
418,29,63,1838,187658,1933,195356,2718,211614,682,85,72,15,8,,Default
419,39,29,4362,47142,4688,4716,48332,6225,51,,2,271,15,23,Not Default
411,23,32,489,,1257,,1169,641,,1257,,1169,641,,Not Default
4111,9,29,1377,1424,9232,4173,448,5846,1522,31,15,15,15,2,Not Default
4112,28,45,,,3288,,,,,3288,,,,2942,Not Default
4113,28,28,2167,15767,15288,4923,19616,5191,15846,15364,9948,19693,5216,488,Not Default
4114,3,25,,2249,3765,29393,2648,27653,2657,1,2648,,1653,823,Not Default
4115,2,38,18596,19245,19744,14999,15121,19283,1342,1231,524,741,5,1,Not Default
4116,18,43,36484,2449,89271,1946,11859,56,2449,91272,162,11859,56,134,Not Default
4117,7,26,7139,8361,13,11578,1348,1232,15,2,2,2,1,2,Default
4118,23,34,27,322,6163,2765,25,1197,3229,6191,2782,255,12,171,Not Default
4119,5,36,173,18157,1731,16486,17681,17825,3,1,1,2,1,2,Not Default
412,25,47,1735,19147,4192,5947,5453,,19269,4192,5966,5453,,,Not Default
4121,14,47,19259,1815,1729,16353,1653,99546,54,5211,4,4,4,36,Not Default
4122,14,41,43616,4471,45661,588,49934,5116,21,2,6,,2,42,Not Default
4123,13,25,188,1521,642,185,947,495,1521,644,1619,947,495,,Not Default
4124,12,4,739,,,3663,3663,,,,3663,,,,Not Default
4125,6,43,44193,4325,47476,54735,53584,5473,,5,81,,215,,Default
4126,8,32,77385,7938,8899,79387,81593,8254,29,32,3,35,31,62,Not Default
4127,24,41,442,16829,4745,243,7792,33196,1692,4774,2442,7829,33361,176,Not Default
4128,5,32,46727,47973,4899,49261,,,2,25,1745,,,,Default
4129,27,33,1291,,6743,338,,432,,6743,338,,432,342,Not Default
413,17,52,2939,5447,416,759,6387,1516,3,5,759,6387,1666,323,Not Default
4131,5,51,42462,43684,42256,651,6638,727,1928,12,3,242,5,5,Default
4132,23,29,123436,127873,129832,133273,139818,65649,7,6,6,1,3,344,Not Default
4133,39,26,544,1248,199466,271,21885,213137,1248,21925,6195,3,8,8,Not Default
4134,2.00E+00,39,151955,158956,149765,131741,134488,13724,921,5,45,46,47,5319,Default
4135,5.00E+00,27,174725,178556,182274,185523,18353,18715,663,6831,65,65,65,59,Not Default
4136,3,25,1419,129,116,5584,5268,4112,,246,,,,915,Default
4137,45,33,3627,3693,6696,2461,4192,4378,48,6696,5,4192,4378,711,Not Default
4138,5,25,1114,1192,692,1184,24119,2427,142,694,1186,3429,12,123,Not Default
4139,5,26,4815,47684,47528,48525,4579,46764,1797,2113,25,1742,1817,2,Not Default
414,22,48,115294,117945,13365,12678,12957,133553,6,16,,5,63,3,Not Default
4141,3,33,29965,2848,29775,27736,26956,28142,2,3,3,2,2,2,Not Default
4142,5,42,34542,3557,29577,29529,28276,28768,1,1,1,1,1,1,Not Default
4143,5,31,48469,48872,49429,49144,532,5519,2138,295,1711,1771,19,351,Not Default
